Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Telephone;Web;Mail;Segpa;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Type_contrat_prive;code_nature;Code_type_contrat_prive
0291868Y;Collège Sainte-Anne;Collège;Privé;02 98 44 76 82;http://www.sainte-anne-brest.fr;ce.0291868Y@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0141163N;Collège Saint-Paul;Collège;Privé;02 31 29 47 10;https://saintpaulcaen.fr/;ce.0141163n@ac-normandie.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0382787Y;Section d'enseignement général et professionnel adapté du Collège François Truffaut;Collège;Public;474270749;;ce.0382787Y@ac-grenoble.fr;0;;;0;SANS OBJET;390;99
0441933M;Collège Externat des enfants Nantais;Collège;Privé;02 40 20 00 60;https://www.externat-chavagnes.com/college-externat-des-enfants-nantais/;secretariat-externat@externat-chavagnes.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0383472T;Ecole du seond degré privée hors contrat ESTHETIQUE DE VIENNE;Lycée;Privé;474310724;;ecoleesthetiquevienne@gmail.com;0;;;0;HORS CONTRAT;302;10
0811064S;Collège Notre-Dame;Collège;Privé;05 63 72 63 80;http://www.notredamecastres.org/;0811064s@ac-toulouse.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0383479A;Section d'enseignement général et professionnel adapté Les Charmilles;Collège;Privé;476877264;;ce.0383479A@ac-grenoble.fr;0;;;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;390;30
9720829U;Lycée général et technologique Séminaire-collège Sainte-Marie;Lycée;Privé;05 96 63 22 96;https://ecole.seminaire-college-sainte-marie.fr;seminaire-college.direction@orange.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0383507F;A.B.C.;Lycée;Privé;474435193;;contact@ academie-beaute-coiffure.fr;0;;;0;HORS CONTRAT;306;10
0501703E;Collège Jean-Paul II;Collège;Privé;02 33 76 56 56;https://ecl-jeanpaul2.com/college-jean-paul-ii/;ce.0501703e@ac-normandie.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0390915H;Section d'enseignement général et professionnel adapté du Collège Maryse Bastié;Collège;Public;384826333;;ce.0390883y@ac-besancon.fr;0;;;0;SANS OBJET;390;99
0720836T;Collège Psallette Saint-Vincent;Collège;Privé;02 43 81 42 50;http://psallette.fr;college@psallette.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0391048C;Collège privé Notre-Dame de l'Annonciation;Collège;Privé;384445032;;notredamedelannonciation@scholae-fanjeaux.org;0;;;0;HORS CONTRAT;340;10
0692937T;Collège du Centre scolaire La Favorite-Sainte-Thérèse;Collège;Privé;04 72 38 84 00;https://www.la-favorite.org/college/;contact@la-favorite.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0391123J;Section d'enseignement professionnel du Lycée Paul-Emile Victor;Lycée;Public;384531000;;ce.0391092a@ac-besancon.fr;0;;;0;SANS OBJET;334;99
0692920Z;Collège Aux Lazaristes - La Salle;Collège;Privé;04 78 42 40 13;https://www.auxlazaristeslasalle.fr/nos-colleges/college-saint-jean-et-st-barthelemy/;secretariat.college@auxlazaristeslasalle.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0391222S;Ecole d'esthétique et de coiffure Silvya Terrade;Lycée;Privé;;;lons@groupe-terrade.com;0;;;0;HORS CONTRAT;320;10
0690624D;Collège Louis Querbes;Collège;Privé;04 78 05 22 06;https://www.collegelouisquerbes.fr/;college@lquerbes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0930969Y;Collège Saint-Louis Sainte-Clotilde;Collège;Privé;01 43 01 31 40;http://www.saintlouis-sainteclotilde.org/;mt-cordonnier@93.scolanet.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0950800D;Lycée Cognacq-Jay;Lycée;Privé;01 39 61 02 87;http://www.lycee-cognacq-jay.fr;christine.cadart@lycee-cognacq-jay.fr;0;0;0;1;CONTRAT D'ASSOCIATION TOUTES CLASSES;306;30
0401074A;Collège privé La Providence de Baure;Collège;Privé;;;contact@laprovidencedebaure.fr;0;;;0;HORS CONTRAT;340;10
0530051T;Collège Sainte-Thérèse;Collège;Privé;02 43 64 17 88;http://ste-therese.lamayenne.e-lyco.fr;ce.0530051t@ac-nantes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0410816P;Section d'enseignement général et professionnel adapté du Collège Jean Emond;Collège;Public;254733366;;ce.0410816P@ac-orleans-tours.fr;0;;;0;SANS OBJET;390;99
0940878U;Lycée Teilhard de Chardin;Lycée;Privé;01 48 89 66 66;http://www.tdechardin.org;tdechardin@tdechardin.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0410858K;Section d'enseignement général et professionnel adapté du Collège Clément Janequin;Collège;Public;254866229;;ce.0410858K@ac-orleans-tours.fr;0;;;0;SANS OBJET;390;99
0720806K;Collège Notre-Dame;Collège;Privé;02 43 60 12 40;http://notredamelafertebernard.sarthe.e-lyco.fr;ce.0720806k@ac-nantes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0120105Z;Lycée professionnel privé Jeanne d'Arc;Lycée;Privé;05 65 60 64 00;http://www.jeannedarcmillau.fr;jeannedarc.millau@gmail.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0410966C;Section d'enseignement professionnel du Lycée polyvalent Hôtellerie Tourisme;Lycée;Public;254515154;;ce.0410966C@ac-orleans-tours.fr;0;;;0;SANS OBJET;334;99
9740469S;Collège privé Maison Blanche;Collège;Privé;02 62 32 50 19;https://ensemblescolairemaisonblanche.fr/;maisonblanche.college@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0411061F;Section d'enseignement général et technologique du Lycée professionnel André Ampère;Lycée;Public;;;ce.0411061F@ac-orleans-tours.fr;0;;;0;SANS OBJET;335;99
0753825A;Lycée privé Morvan;Lycée;Privé;01 48 74 10 09;http://www.clgmorvan.org;direction@clgmorvan.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;312;30
0421005P;Section d'enseignement professionnel du Lycée polyvalent privé Renouveau;Lycée;Privé;477907680;;emilland.renouveau@orange.fr;0;;;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;334;30
0922256C;Collège Chambertin;Collège;Privé;01 47 93 97 92;https://www.college-chambertin.fr/;0922256C@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0950759J;Lycée Notre-Dame de Bury;Lycée;Privé;01 34 27 38 00;http://www.bury-rosaire.fr;0950759J@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0132114C;Collège Henri Margalhan;Collège;Privé;04 91 10 18 40;https://margalhan.fr/college/;secretariat@margalhan.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0421854M;Section d'enseignement général et professionnel adapté du Collège Louis Aragon;Collège;Public;477231515;;ce.0421854M@ac-lyon.fr;0;;;0;SANS OBJET;390;99
0061457B;Collège Stanislas;Collège;Privé;04 93 06 48 07;http://www.stanislas-cannes.com/;college@stanislas-cannes.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0421856P;Section d'enseignement général et professionnel adapté du Collège Jules Romains;Collège;Public;477540094;;ce.0421856P@ac-lyon.fr;0;;;0;SANS OBJET;390;99
0251069B;Collège privé Saint-Joseph;Collège;Privé;03 81 49 53 82;https://college-lycee.com/college-prive-saint-joseph/Levier-0251069B;college.levier@scolafc.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0422027A;Ecole professionnelle privée Beauty Académie;Lycée;Privé;477417533;;contact@beauty-academie.fr;0;;;0;HORS CONTRAT;320;10
0593154H;Collège Sainte-Marie;Collège;Privé;03 27 20 06 60;https://www.stemarie-valenciennes.com/;ce.0593154h@ac-lille.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0422190C;Ecole professionnelle privée Maison de la Coiffure;Lycée;Privé;477805307;;maisondelacoiffuresaintetienne@gmail.com;0;;;0;HORS CONTRAT;320;10
0790063P;Collège privé François d'Assise;Collège;Privé;05 49 80 51 59;http://www.francois-d-assise.fr;francois-d-assise@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0422347Y;Ecole privée d'esthétique cosmétique Epec Darfeuille Roanne;Lycée;Privé;477334244;;contact@ecoledarfeuille.com;0;;;0;HORS CONTRAT;320;10
0290293L;Collège Saint-Joseph;Collège;Privé;02 98 69 61 80;http://stjo-plouescat.fr;ce.0290293L@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0430134M;Section d'enseignement général et professionnel adapté du Collège Anne Frank;Collège;Public;471045306;;ce.0430134M@ac-clermont.fr;0;;;0;SANS OBJET;390;99
0332488A;Collège Saint-Joseph de Tivoli;Collège;Privé;05 56 08 04 40;http://www.tivoli-33.org;secretariat.direction@tivoli-33.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0430999C;Section d'enseignement général et professionnel adapté du Collège Notre Dame du Château;Collège;Privé;471756181;;;0;;;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;390;30
0290106H;Collège Dom Michel le Nobletz;Collège;Privé;02 98 89 01 72;http://www.collegeconquet.org;ce.0290106H@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0431005J;OneSchool Global Le Chambon Campus;Collège;Privé;471563036;;stephanie.savini@eu.oneschoolglobal.com;0;;;0;HORS CONTRAT;340;10
0811063R;Collège Barral;Collège;Privé;05 63 59 05 49;https://www.barralcastres.org/college/;0811063r@ac-toulouse.fr;1;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0431006K;OneSchool Global Le Chambon Campus;Lycée;Privé;471563036;;stephanie.savini@eu.oneschoolglobal.com;0;;;0;HORS CONTRAT;320;10
0430074X;Collège Saint-Dominique;Collège;Privé;04 71 03 81 27;https://www.saintdolemonastier.fr/ecole-college-1;ce.0430074X@ac-clermont.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0431023D;Ecole second degré prof. privée - Institut de formation aux métiers de la beauté;Lycée;Privé;;;ifmb43@gmail.com;0;;;0;HORS CONTRAT;320;10
0440224E;Collège Saint-Martin;Collège;Privé;02 40 01 62 38;http://stmartin-pontchateau.loire-atlantique.e-lyco.fr/;ce.0440224e@ac-nantes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0431041Y;Lycée d'enseignement général et technologique OneSchool Global Le Chambon Campus;Lycée;Privé;;;stephanie.savini@eu.oneschoolglobal.com;0;;;0;HORS CONTRAT;301;10
0170118L;Collège privé Sainte-Sophie;Collège;Privé;05 46 32 15 48;https://stesophie.fr/le-college/;ce.0170118l@ac-poitiers.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0440328T;Section d'enseignement général et professionnel adapté du Collège Libertaire Rutigliano;Collège;Public;240496014;;ce.0440283u@ac-nantes.fr;0;;;0;SANS OBJET;390;99
0160077X;Collège privé du Sacré-Coeur;Collège;Privé;05 45 31 26 83;https://sacrecoeur-ruffec.fr/college;ce.0160077x@ac-poitiers.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0440349R;Section d'enseignement général et professionnel adapté du Collège Ville aux Roses;Collège;Public;240280458;;ce.0440349R@ac-nantes.fr;0;;;0;SANS OBJET;390;99
0442699V;Lycée Externat Chavagnes;Lycée;Privé;02 40 20 00 60;http://www.externat-chavagnes.com;secretariat-externat@externat-chavagnes.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0440535T;Section d'enseignement général et professionnel adapté du Collège Salvador Allende;Collège;Public;240754664;;ce.0440535T@ac-nantes.fr;0;;;0;SANS OBJET;390;99
0490834R;Lycée Notre-Dame d'Orveau;Lycée;Privé;02 41 92 26 61;http://www.orveau.com;secretariat@orveau.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0441615S;Section d'enseignement général et professionnel adapté du Collège Jean Moulin;Collège;Public;251760460;;ce.0441615S@ac-nantes.fr;0;;;0;SANS OBJET;390;99
0350801F;Lycée Jean-Paul II;Lycée;Privé;02 99 23 41 00;http://www.immaculeejeanpaul2.org;ce.0350801F@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0141157G;Lycée Institution Jeanne d'Arc;Lycée;Privé;02 31 92 91 00;https://jabbayeux.fr/;college-jeanne-darc@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0830114Y;Lycée professionnel Sainte-Marthe;Lycée;Privé;04 94 28 61 02;http://www.institution-saintemarthe-cuers.fr;direction.stemarthecueers@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;320;30
0441882G;Section d'enseignement général et professionnel adapté du Collège René-Guy Cadou;Collège;Public;240830566;;ce.0441882G@ac-nantes.fr;0;;;0;SANS OBJET;390;99
0131367R;Collège Saint-Louis;Collège;Privé;04 42 31 73 00;https://stlouis-stemarie.com/colleges-ulis/;ce.0131367r@ac-aix-marseille.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0442342G;Section d'enseignement général et technologique du Lycée Professionnel François Arago;Lycée;Public;240742510;;ce.0442342G@ac-nantes.fr;0;;;0;SANS OBJET;335;99
0132909S;Collège cours Bastide;Collège;Privé;04 91 48 67 96;http://www.coursbastide.fr/;cours.bastide.13.secretariat@wanadoo.FR;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0442397S;Section d'enseignement général et professionnel adapté du Collège privé Sainte Thérèse;Collège;Privé;240225287;;ce.0440235S@ac-nantes.fr;0;;;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;390;30
0761343X;Lycée privé la Châtaigneraie;Lycée;Privé;02 32 86 53 00;http://www.la-chataigneraie.org/;contact@la-chataigneraie.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;306;30
0442731E;Ecole Secondaire Privée Cours Jean-Paul II;Collège;Privé;601919496;;coursjeanpaul2@gmail.com;0;;;0;HORS CONTRAT;340;10
0870083T;Collège privé Ozanam;Collège;Privé;05 55 11 02 00;http://www.chdf.fr;ozanam@chdf.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0442746W;Cours privé St Albert le Grand;Collège;Privé;251786830;;sagcim1511@gmail.com;0;;;0;HORS CONTRAT;340;10
0430902X;Collège Saint-Régis - Saint-Michel;Collège;Privé;04 71 07 20 80;http://www.college-st-regis.fr/;ce.0430902X@ac-clermont.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0442767U;Ecole secondaire privée Saint-Martin;Collège;Privé;240568526;;44e.laplaceliere@fsspx.fr;0;;;0;HORS CONTRAT;340;10
0350867C;Collège Saint-Michel;Collège;Privé;02 99 68 32 06;http://www.saintmichelliffre.org;ce.0350867C@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0442883V;Cours Saint Albert le Grand;Lycée;Privé;251786830;;sagcim1511@gmail.com;0;;;0;HORS CONTRAT;302;10
0290198H;Lycée Saint-Esprit;Lycée;Privé;02 98 68 46 47;http://www.lyceesaintesprit.fr/;ce.0290198H@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;302;30
0442992N;Ecole secondaire professionnelle privée SANTELIA FORMATIVES NANTES;Lycée;Privé;611304874;;julian.stone@igc-nantes.formatives.net;0;;;0;HORS CONTRAT;320;10
0850076W;Lycée Jean XXIII;Lycée;Privé;02 51 64 99 64;https://jean23-herbiers.com/;ce.0850076w@ac-nantes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0442995S;Ecole secondaire professionnelle privée Wood Up;Lycée;Privé;272410100;;se.former.a.chateaubriant@gmail.com;0;;;0;HORS CONTRAT;320;10
0290288F;Collège Saint-Germain;Collège;Privé;02 98 26 75 50;http://www.saint-germain29.net/;ce.0290288F@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0451106H;Section d'enseignement professionnel du Lycée polyvalent Jean Zay;Lycée;Public;238781212;;ce.0451106H@ac-orleans-tours.fr;0;;;0;SANS OBJET;334;99
0752902X;Collège privé des Francs Bourgeois;Collège;Privé;01 44 59 20 90;https://fblasalle.fr/college/;ce.0752902X@ac-paris.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0451609E;Section d'enseignement général et professionnel adapté du Collège Robert Schuman;Collège;Public;238850396;;ce.0451609E@ac-orleans-tours.fr;0;;;0;SANS OBJET;390;99
0290256W;Collège Sainte-Jeanne d'Arc;Collège;Privé;02 98 27 07 84;http://www.college-saintejeannedarc.org;ce.0290256W@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0290297R;Collège Sainte-Anne;Collège;Privé;02 98 40 36 12;http://www.sainteanne-plougastel.fr/spip;ce.0290297R@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0451744B;Section d'enseignement général et professionnel adapté du Collège privé la croix st marceau;Collège;Privé;238569820;;ce.0451744b@ac-orleans-tours.fr;0;;;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;390;30
0342297M;Collège privé St Joseph Pierre Rouge;Collège;Privé;04 99 58 33 40;http://www.pierrerouge.com;ce.0342297m@ac-montpellier.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0460504Y;Lycée agricole privé Clair Foyer de Prayssac;Lycée;Privé;565303770;;ce.0460504Y@ac-toulouse.fr;0;;;0;SOUS CONTRAT ETABLISSEMENT AGRICOLE;320;60
0561377T;Collège Jean-Pierre Calloch;Collège;Privé;02 97 60 03 14;http://collegecalloch.fr;ce.0561377T@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0460574Z;Section d'enseignement général et professionnel adapté du Collège Marcel Masbou;Collège;Public;565342593;;ce.0460574Z@ac-toulouse.fr;0;;;0;SANS OBJET;390;99
0351047Y;Saint-Ex Sup';Lycée;Privé;02 99 59 34 94;https://www.the-land.bzh/campus/enseignement-secondaire/;saintexsup@the-land.bzh;0;1;0;0;SOUS CONTRAT ETABLISSEMENT AGRICOLE;320;60
0460639V;Section d'enseignement général et professionnel adapté du Collège Jean Lurçat;Collège;Public;565381060;;ce.0460639V@ac-toulouse.fr;0;;;0;SANS OBJET;390;99
0220158C;Collège Sainte-Anne Saint-Joseph;Collège;Privé;02 96 72 22 76;;ce.0220158C@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0470778R;Section d'enseignement général et professionnel adapté du Collège La Plaine;Collège;Public;553655198;;ce.0470778R@ac-bordeaux.fr;0;;;0;SANS OBJET;390;99
0131364M;Collège Sainte-Marie;Collège;Privé;04 42 84 33 09;https://ism-aubagne.fr/college/;ce.0131364m@ac-aix-marseille.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0820922G;Collège Simone Veil;Collège;Public;05 63 28 00 50;https://simone-veil-verdun.mon-ent-occitanie.fr;0820922G@ac-toulouse.fr;0;0;0;0;SANS OBJET;340;99
0470891N;Section d'enseignement professionnel du Lycée polyvalent Lot et Bastides;Lycée;Public;553404050;;ce.0470891N@ac-bordeaux.fr;0;;;0;SANS OBJET;334;99
0131375Z;Collège Saint-Mauront;Collège;Privé;04 91 62 59 07;http://stm.coll.free.fr;stm.coll@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0471015Y;Section d'enseignement général et professionnel adapté du collège privé La Salle Félix Aunac;Collège;Privé;553771520;;secretariat@felix-aunac.com;0;;;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;390;30
0782087V;Collège Saint-Exupéry;Collège;Privé;01 30 58 37 00;http://www.ecolesaintexupery.org;0782087V@ac-versailles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0471060X;Ecole privée les petites graines;Collège;Privé;631431053;;ecoledespetitesgraines@gmail.com;0;;;0;HORS CONTRAT;340;10
0921903U;Collège Saint-Gabriel;Collège;Privé;01 46 57 61 22;http://saint-gabriel.blog.apprentis-auteuil.org;inscription.st-gabriel@apprentis-auteuil.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0480504M;Section d'enseignement général et professionnel adapté du Collège Marcel Pierrel;Collège;Public;466322000;;ce.0480005v@ac-montpellier.fr;0;;;0;SANS OBJET;390;99
0920928J;Lycée La Salle Passy Buzenval;Lycée;Privé;01 41 39 81 81;http://www.passy-buzenval.com;contact@passy-buzenval.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;300;30
0851181X;Collège Saint-Gilles;Collège;Privé;02 51 60 08 40;http://www.collegesaintgilles.com;contact@collegesaintgilles.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0490950S;Ecole secondaire privée Le Bois Robert;Lycée;Privé;241779014;;secretariat.boisrobert@gmail.com;0;;;0;HORS CONTRAT;302;10
0291866W;Collège Notre Dame de Kerbonne;Collège;Privé;02 98 45 17 28;http://www.javouhey-brest.fr;ce.0291866W@ac-rennes.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0490954W;Section d'enseignement général et professionnel adapté du Collège Félix Landreau;Collège;Public;241667343;;ce.0490954W@ac-nantes.fr;0;;;0;SANS OBJET;390;99
0930906E;Collège privé Assomption;Collège;Privé;01 48 49 51 74;;contact@assomption-bondy.org;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0491704L;Section d'enseignement général et professionnel adapté du Collège Jean Rostand;Collège;Public;241690180;;ce.0491704L@ac-nantes.fr;0;;;0;SANS OBJET;390;99
0593155J;Collège Saint-Jean-Baptiste de La Salle;Collège;Privé;03 27 46 14 02;https://lasalle-valenciennes.com/;ce.0593155j@ac-lille.fr;1;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
9740835P;Collège privé catholique La Salle Saint-Charles;Collège;Privé;02 62 96 99 00;http://lasalle.stcharles.fr/;college@stcharles.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0492344G;Foyer Saint Thomas d'Aquin;Lycée;Privé;241340689;;syndic1.avrille@proton.me;0;;;0;HORS CONTRAT;302;10
0440107C;Collège Notre Dame du Bon Accueil;Collège;Privé;02 40 06 91 67;http://notredamedubonaccueil.apprentis-auteuil.org/;gorges.nd-bon-accueil@ec44.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0492482G;Collège privé Le Bois Robert;Collège;Privé;241779014;;secretariat.boisrobert@gmail.com;0;;;0;HORS CONTRAT;340;10
0720804H;Collège Saint-Jean;Collège;Privé;02 43 44 00 16;https://collegestjean72.sarthe.e-lyco.fr/;college.saint.jean@wanadoo.fr;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
0850114M;Collège Saint-Louis;Collège;Privé;02 51 37 04 89;http://stlouis-laroche.e-lyco.fr/;admin@college-saintlouis.com;0;0;0;0;CONTRAT D'ASSOCIATION TOUTES CLASSES;340;30
